collection_method,attractant_used,collection_location_id,uid_arbovirus_submission,nearest_street_address,city,state,county,collection_site_type,trap_set_date,trap_set_time_of_day,trap_pickup_date,trap_pickup_time_of_day,trap_set_year,trap_set_month,season,genus,species,species_binomial,females_collected,males_collected,adults_unknown_sex_collected,total_adults_collected,detected_raw,detected_normalized,missing_taxon,staff_person,notes
BGS Trap,Lure,KCRC South,,4949 Tim Dougherty Dr. SE,Cascade,MI,Kent,Business,2021-06-28,Morning,2021-06-30,Morning,2021,6,summer,,,,0,0,0,0,,,True,Barbara Brown,No Species Found
Gravid Trap,Hay or Grass Infusion,Private Home,21-081-0059,463 N. Kippen Dr. SE,Grand Rapids,MI,Kent,Residential,2021-06-28,Morning,2021-06-30,Morning,2021,6,summer,Culex,sp.,Culex sp.,9,0,0,9,ND,not_detected,False,Barbara Brown,
Gravid Trap,Hay or Grass Infusion,Private Home,21-081-0060,4854 N. Plateau Ct. SW,Wyoming,MI,Kent,Residential,2021-06-28,Morning,2021-06-30,Morning,2021,6,summer,Aedes,sp.,Aedes sp.,1,0,0,1,ND,not_detected,False,Barbara Brown,
Gravid Trap,Hay or Grass Infusion,Private Home,21-081-0061,4854 N. Plateau Ct. SW,Wyoming,MI,Kent,Residential,2021-06-28,Morning,2021-06-30,Morning,2021,6,summer,Culex,sp.,Culex sp.,8,0,0,8,ND,not_detected,False,Barbara Brown,
Gravid Trap,Hay or Grass Infusion,Private Home,21-081-0062,2707 Albert Dr. SE,East Grand Rapids,MI,Kent,Residential,2021-06-28,Morning,2021-06-30,Morning,2021,6,summer,Aedes,sp.,Aedes sp.,1,0,0,1,ND,not_detected,False,Barbara Brown,
Gravid Trap,Hay or Grass Infusion,Private Home,21-081-0063,2707 Albert Dr. SE,East Grand Rapids,MI,Kent,Residential,2021-06-28,Morning,2021-06-30,Morning,2021,6,summer,Culex,sp.,Culex sp.,19,0,0,19,ND,not_detected,False,Barbara Brown,
Gravid Trap,Hay or Grass Infusion,Private Home,21-081-0064,2350 Blaine Ave. SE,Grand Rapids,MI,Kent,Residential,2021-06-28,Morning,2021-06-30,Morning,2021,6,summer,Aedes,sp.,Aedes sp.,9,0,0,9,ND,not_detected,False,Barbara Brown,
Gravid Trap,Hay or Grass Infusion,Private Home,21-081-0065,2350 Blaine Ave. SE,Grand Rapids,MI,Kent,Residential,2021-06-28,Morning,2021-06-30,Morning,2021,6,summer,Culex,sp.,Culex sp.,94,0,0,94,ND,not_detected,False,Barbara Brown,
Gravid Trap,Hay or Grass Infusion,Private Home,21-081-0066,4409 Willow Dr. NE,Grand Rapids,MI,Kent,Residential,2021-06-28,Morning,2021-06-30,Morning,2021,6,summer,Culex,sp.,Culex sp.,26,0,0,26,ND,not_detected,False,Barbara Brown,
Gravid Trap,Hay or Grass Infusion,Private Home,21-081-0067,4409 Willow Dr. NE,Grand Rapids,MI,Kent,Residential,2021-06-28,Morning,2021-06-30,Morning,2021,6,summer,Aedes,sp.,Aedes sp.,3,0,0,3,ND,not_detected,False,Barbara Brown,
Gravid Trap,Hay or Grass Infusion,Private Home,21-081-0069,4270 Hunsberger Ave. NE,Grand Rapids,MI,Kent,Residential,2021-06-28,Morning,2021-06-30,Morning,2021,6,summer,Culex,sp.,Culex sp.,16,0,0,16,ND,not_detected,False,Barbara Brown,
Gravid Trap,Hay or Grass Infusion,Private Home,21-081-0071,1638 Diamond Ct. NE,Grand Rapids,MI,Kent,Residential,2021-06-28,Morning,2021-06-30,Morning,2021,6,summer,Culex,sp.,Culex sp.,23,0,0,23,ND,not_detected,False,Barbara Brown,
BGS Trap,Lure,Private Home,,7245  Equine Lane,Caledonia,MI,Kent,Residential,2021-06-28,Morning,2021-06-30,Morning,2021,6,summer,,,,0,0,0,0,,,True,Barbara Brown,No Species Found
BGS Trap,Lure,Private Home,,39 Valley Ave. NW,Grand Rapids,MI,Kent,Residential,2021-06-28,Morning,2021-06-30,Morning,2021,6,summer,,,,0,0,0,0,,,True,Barbara Brown,No Species Found
Gravid Trap,Hay or Grass Infusion,Private Home,,39 Valley Ave. NW,Grand Rapids,MI,Kent,Residential,2021-06-28,Morning,2021-06-30,Morning,2021,6,summer,,,,0,0,0,0,,,True,Barbara Brown,No Species Found
BGS Trap,Lure,Tiremaxx,,8035 Division Ave. S,Grand Rapids,MI,Kent,Business,2021-06-28,Morning,2021-06-30,Morning,2021,6,summer,,,,0,1,0,1,,,True,Barbara Brown,No Species Found
Gravid Trap,Hay or Grass Infusion,Walker Fire Station 2,,4101 Lake Michigan Dr. NW,Grand Rapids,MI,Kent,Business,2021-06-28,Morning,2021-06-30,Morning,2021,6,summer,,,,0,0,0,0,,,True,Barbara Brown,No Species Found
Gravid Trap,Hay or Grass Infusion,Walker Fire Station 3,21-081-0068,1470 3 Mile Rd. NW,Grand Rapids,MI,Kent,Business,2021-06-28,Morning,2021-06-30,Morning,2021,6,summer,Aedes,sp.,Aedes sp.,3,0,0,3,ND,not_detected,False,Barbara Brown,
Gravid Trap,Hay or Grass Infusion,Walker Fire Station 3,21-081-0070,1470 3 Mile Rd. NW,Grand Rapids,MI,Kent,Business,2021-06-28,Morning,2021-06-30,Morning,2021,6,summer,Culex,sp.,Culex sp.,31,0,0,31,ND,not_detected,False,Barbara Brown,
Gravid Trap,Hay or Grass Infusion,Walker Fire Station 3,21-081-0072,1470 3 Mile Rd. NW,Grand Rapids,MI,Kent,Business,2021-06-28,Morning,2021-06-30,Morning,2021,6,summer,Anopheles,sp.,Anopheles sp.,2,0,0,2,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Blandford Nature Center,21-081-0110,1715 Hillburn Ave. NW,Grand Rapids,MI,Kent,Nature Center,2021-06-30,Morning,2021-07-15,Morning,2021,6,summer,Anopheles,sp.,Anopheles sp.,24,41,0,65,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Blandford Nature Center,21-081-0111,1715 Hillburn Ave. NW,Grand Rapids,MI,Kent,Nature Center,2021-06-30,Morning,2021-07-15,Morning,2021,6,summer,Culex,sp.,Culex sp.,1,41,0,42,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Blandford Nature Center,21-081-0115,1715 Hillburn Ave. NW,Grand Rapids,MI,Kent,Nature Center,2021-06-30,Morning,2021-07-16,Morning,2021,6,summer,Anopheles,sp.,Anopheles sp.,22,70,0,92,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Blandford Nature Center,21-081-0116,1715 Hillburn Ave. NW,Grand Rapids,MI,Kent,Nature Center,2021-06-30,Morning,2021-07-16,Morning,2021,6,summer,Culiseta,sp.,Culiseta sp.,1,70,0,71,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Blandford Nature Center,21-081-0151,1715 Hillburn Ave. NW,Grand Rapids,MI,Kent,Nature Center,2021-06-30,Morning,2021-07-22,Morning,2021,6,summer,Anopheles,sp.,Anopheles sp.,18,38,0,56,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Blandford Nature Center,21-081-0152,1715 Hillburn Ave. NW,Grand Rapids,MI,Kent,Nature Center,2021-06-30,Morning,2021-07-22,Morning,2021,6,summer,Culex,sp.,Culex sp.,1,38,0,39,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Blandford Nature Center,21-081-0155,1715 Hillburn Ave. NW,Grand Rapids,MI,Kent,Nature Center,2021-06-30,Morning,2021-07-23,Morning,2021,6,summer,Anopheles,sp.,Anopheles sp.,8,23,0,31,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Blandford Nature Center,21-081-0175,1715 Hillburn Ave. NW,Grand Rapids,MI,Kent,Nature Center,2021-06-30,Morning,2021-07-29,Morning,2021,6,summer,Anopheles,sp.,Anopheles sp.,27,54,0,81,Positive,positive,False,Barbara Brown,California Group- Jamestown Canyon Virus (JCV) RNA
EEE Resting Box,,Blandford Nature Center,21-081-0188,1715 Hillburn Ave. NW,Grand Rapids,MI,Kent,Nature Center,2021-06-30,Morning,2021-07-30,Morning,2021,6,summer,Anopheles,sp.,Anopheles sp.,15,0,24,39,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Blandford Nature Center,21-081-0225,1715 Hillburn Ave. NW,Grand Rapids,MI,Kent,Nature Center,2021-06-30,Morning,2021-08-05,Morning,2021,6,summer,Anopheles,sp.,Anopheles sp.,8,7,0,15,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Blandford Nature Center,21-081-0228,1715 Hillburn Ave. NW,Grand Rapids,MI,Kent,Nature Center,2021-06-30,Morning,2021-08-06,Morning,2021,6,summer,Anopheles,sp.,Anopheles sp.,7,20,0,27,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Blandford Nature Center,21-081-0255,1715 Hillburn Ave. NW,Grand Rapids,MI,Kent,Nature Center,2021-06-30,Morning,2021-08-12,Morning,2021,6,summer,Anopheles,sp.,Anopheles sp.,3,7,0,10,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Blandford Nature Center,21-081-0262,1715 Hillburn Ave. NW,Grand Rapids,MI,Kent,Nature Center,2021-06-30,Morning,2021-08-13,Morning,2021,6,summer,Anopheles,sp.,Anopheles sp.,7,15,0,22,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Blandford Nature Center,21-081-0267,1715 Hillburn Ave. NW,Grand Rapids,MI,Kent,Nature Center,2021-06-30,Morning,2021-08-16,Morning,2021,6,summer,Anopheles,sp.,Anopheles sp.,3,6,0,9,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Blandford Nature Center,21-081-0268,1715 Hillburn Ave. NW,Grand Rapids,MI,Kent,Nature Center,2021-06-30,Morning,2021-08-16,Morning,2021,6,summer,Coquillettidia,Perturbans,Coquillettidia Perturbans,2,6,0,8,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Blandford Nature Center,21-081-0281,1715 Hillburn Ave. NW,Grand Rapids,MI,Kent,Nature Center,2021-06-30,Morning,2021-08-17,Morning,2021,6,summer,Anopheles,sp.,Anopheles sp.,6,5,0,11,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Blandford Nature Center,21-081-0283,1715 Hillburn Ave. NW,Grand Rapids,MI,Kent,Nature Center,2021-06-30,Morning,2021-08-23,Morning,2021,6,summer,Anopheles,sp.,Anopheles sp.,1,2,0,3,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Blandford Nature Center,21-081-0299,1715 Hillburn Ave. NW,Grand Rapids,MI,Kent,Nature Center,2021-06-30,Morning,2021-08-25,Morning,2021,6,summer,Anopheles,sp.,Anopheles sp.,5,15,0,20,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Blandford Nature Center,21-081-0300,1715 Hillburn Ave. NW,Grand Rapids,MI,Kent,Nature Center,2021-06-30,Morning,2021-08-25,Morning,2021,6,summer,Aedes,sp.,Aedes sp.,1,15,0,16,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Blandford Nature Center,21-081-0305,1715 Hillburn Ave. NW,Grand Rapids,MI,Kent,Nature Center,2021-06-30,Morning,2021-08-31,Morning,2021,6,summer,Aedes,sp.,Aedes sp.,1,2,0,3,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Blandford Nature Center,21-081-0306,1715 Hillburn Ave. NW,Grand Rapids,MI,Kent,Nature Center,2021-06-30,Morning,2021-08-31,Morning,2021,6,summer,Anopheles,sp.,Anopheles sp.,2,2,0,4,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Blandford Nature Center,21-081-0317,1715 Hillburn Ave. NW,Grand Rapids,MI,Kent,Nature Center,2021-06-30,Morning,2021-09-02,Morning,2021,6,summer,Anopheles,sp.,Anopheles sp.,6,4,0,10,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Blandford Nature Center,21-081-0324,1715 Hillburn Ave. NW,Grand Rapids,MI,Kent,Nature Center,2021-06-30,Morning,2021-09-07,Morning,2021,6,summer,Anopheles,sp.,Anopheles sp.,5,8,0,13,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Blandford Nature Center,21-081-0329,1715 Hillburn Ave. NW,Grand Rapids,MI,Kent,Nature Center,2021-06-30,Morning,2021-09-09,Afternoon,2021,6,summer,Anopheles,sp.,Anopheles sp.,2,3,0,5,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Blandford Nature Center,21-081-0345,1715 Hillburn Ave. NW,Grand Rapids,MI,Kent,Nature Center,2021-06-30,Morning,2021-09-21,Morning,2021,6,summer,Anopheles,sp.,Anopheles sp.,2,0,0,2,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Blandford Nature Center,21-081-0351,1715 Hillburn Ave. NW,Grand Rapids,MI,Kent,Nature Center,2021-06-30,Morning,2021-09-28,Morning,2021,6,summer,Anopheles,sp.,Anopheles sp.,1,0,0,1,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Blandford Nature Center,21-081-0355,1715 Hillburn Ave. NW,Grand Rapids,MI,Kent,Nature Center,2021-06-30,Morning,2021-09-30,Morning,2021,6,summer,Aedes,sp.,Aedes sp.,1,0,0,1,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Blandford Nature Center,21-081-0356,1715 Hillburn Ave. NW,Grand Rapids,MI,Kent,Nature Center,2021-06-30,Morning,2021-09-30,Morning,2021,6,summer,Anopheles,sp.,Anopheles sp.,1,0,0,1,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Blandford Nature Center,,1715 Hillburn Ave. NW,Grand Rapids,MI,Kent,Nature Center,2021-06-30,Morning,2021-07-01,Morning,2021,6,summer,,,,0,0,0,0,,,True,Barbara Brown,No Species Found
EEE Resting Box,,Blandford Nature Center,,1715 Hillburn Ave. NW,Grand Rapids,MI,Kent,Nature Center,2021-06-30,Morning,2021-07-02,Morning,2021,6,summer,,,,0,0,0,0,,,True,Barbara Brown,No Species Found
EEE Resting Box,,Blandford Nature Center,,1715 Hillburn Ave. NW,Grand Rapids,MI,Kent,Nature Center,2021-06-30,Morning,2021-07-08,Morning,2021,6,summer,,,,0,10,0,10,,,True,Barbara Brown,All Males
EEE Resting Box,,Blandford Nature Center,,1715 Hillburn Ave. NW,Grand Rapids,MI,Kent,Nature Center,2021-06-30,Morning,2021-07-09,Morning,2021,6,summer,,,,0,12,0,12,,,True,Barbara Brown,All Males
EEE Resting Box,,Blandford Nature Center,,1715 Hillburn Ave. NW,Grand Rapids,MI,Kent,Nature Center,2021-06-30,Morning,2021-09-16,Afternoon,2021,6,summer,,,,0,0,0,0,,,True,Barbara Brown,No Species Found
EEE Resting Box,,Blandford Nature Center,,1715 Hillburn Ave. NW,Grand Rapids,MI,Kent,Nature Center,2021-06-30,Morning,2021-09-14,Afternoon,2021,6,summer,,,,0,3,0,3,,,True,Barbara Brown,All Males
EEE Resting Box,,Blandford Nature Center,,1715 Hillburn Ave. NW,Grand Rapids,MI,Kent,Nature Center,2021-06-30,Morning,2021-09-23,Morning,2021,6,summer,,,,0,0,0,0,,,True,Barbara Brown,No Species Found
EEE Resting Box,,Cooper Creek,21-081-0149,13807 17 Mile Road,Gowen,MI,Kent,County Park,2021-06-30,Morning,2021-07-22,Morning,2021,6,summer,Anopheles,sp.,Anopheles sp.,2,0,0,2,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Cooper Creek,21-081-0153,13807 17 Mile Road,Gowen,MI,Kent,County Park,2021-06-30,Morning,2021-07-23,Morning,2021,6,summer,Anopheles,sp.,Anopheles sp.,2,3,0,5,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Cooper Creek,21-081-0185,13807 17 Mile Road,Gowen,MI,Kent,County Park,2021-06-30,Morning,2021-07-29,Morning,2021,6,summer,Anopheles,sp.,Anopheles sp.,4,2,0,6,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Cooper Creek,21-081-0192,13807 17 Mile Road,Gowen,MI,Kent,County Park,2021-06-30,Morning,2021-07-30,Morning,2021,6,summer,Aedes,sp.,Aedes sp.,2,2,0,4,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Cooper Creek,21-081-0193,13807 17 Mile Road,Gowen,MI,Kent,County Park,2021-06-30,Morning,2021-07-30,Morning,2021,6,summer,Anopheles,sp.,Anopheles sp.,1,2,0,3,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Cooper Creek,21-081-0221,13807 17 Mile Road,Gowen,MI,Kent,County Park,2021-06-30,Morning,2021-08-05,Morning,2021,6,summer,Anopheles,sp.,Anopheles sp.,2,0,0,2,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Cooper Creek,21-081-0230,13807 17 Mile Road,Gowen,MI,Kent,County Park,2021-06-30,Morning,2021-08-06,Morning,2021,6,summer,Anopheles,sp.,Anopheles sp.,1,0,0,1,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Cooper Creek,21-081-0257,13807 17 Mile Road,Gowen,MI,Kent,County Park,2021-06-30,Morning,2021-08-13,Morning,2021,6,summer,Anopheles,sp.,Anopheles sp.,2,0,0,2,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Cooper Creek,21-081-0286,13807 17 Mile Road,Gowen,MI,Kent,County Park,2021-06-30,Morning,2021-08-23,Morning,2021,6,summer,Anopheles,sp.,Anopheles sp.,5,1,0,6,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Cooper Creek,21-081-0301,13807 17 Mile Road,Gowen,MI,Kent,County Park,2021-06-30,Morning,2021-08-31,Morning,2021,6,summer,Anopheles,sp.,Anopheles sp.,2,0,0,2,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Cooper Creek,21-081-0318,13807 17 Mile Road,Gowen,MI,Kent,County Park,2021-06-30,Morning,2021-09-02,Morning,2021,6,summer,Anopheles,sp.,Anopheles sp.,4,0,0,4,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Cooper Creek,21-081-0323,13807 17 Mile Road,Gowen,MI,Kent,County Park,2021-06-30,Morning,2021-09-07,Morning,2021,6,summer,Anopheles,sp.,Anopheles sp.,2,0,0,2,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Cooper Creek,21-081-0326,13807 17 Mile Road,Gowen,MI,Kent,County Park,2021-06-30,Morning,2021-09-09,Afternoon,2021,6,summer,Anopheles,sp.,Anopheles sp.,2,0,0,2,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Cooper Creek,21-081-0343,13807 17 Mile Road,Gowen,MI,Kent,County Park,2021-06-30,Morning,2021-09-14,Afternoon,2021,6,summer,Anopheles,sp.,Anopheles sp.,1,0,0,1,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Cooper Creek,21-081-0346,13807 17 Mile Road,Gowen,MI,Kent,County Park,2021-06-30,Morning,2021-09-21,Morning,2021,6,summer,Anopheles,sp.,Anopheles sp.,4,0,0,4,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Cooper Creek,21-081-0352,13807 17 Mile Road,Gowen,MI,Kent,County Park,2021-06-30,Morning,2021-09-28,Morning,2021,6,summer,Anopheles,sp.,Anopheles sp.,2,1,0,3,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Cooper Creek,21-081-0357,13807 17 Mile Road,Gowen,MI,Kent,County Park,2021-06-30,Morning,2021-09-30,Morning,2021,6,summer,Anopheles,sp.,Anopheles sp.,1,0,0,1,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Cooper Creek,,13807 17 Mile Road,Gowen,MI,Kent,County Park,2021-06-30,Morning,2021-07-01,Morning,2021,6,summer,,,,0,0,0,0,,,True,Barbara Brown,No Species Found
EEE Resting Box,,Cooper Creek,,13807 17 Mile Road,Gowen,MI,Kent,County Park,2021-06-30,Morning,2021-07-02,Morning,2021,6,summer,,,,0,0,0,0,,,True,Barbara Brown,No Species Found
EEE Resting Box,,Cooper Creek,,13807 17 Mile Road,Gowen,MI,Kent,County Park,2021-06-30,Morning,2021-07-08,Morning,2021,6,summer,,,,0,0,0,0,,,True,Barbara Brown,No Species Found
EEE Resting Box,,Cooper Creek,,13807 17 Mile Road,Gowen,MI,Kent,County Park,2021-06-30,Morning,2021-07-09,Morning,2021,6,summer,,,,0,0,0,0,,,True,Barbara Brown,No Species Found
EEE Resting Box,,Cooper Creek,,13807 17 Mile Road,Gowen,MI,Kent,County Park,2021-06-30,Morning,2021-07-15,Morning,2021,6,summer,,,,0,1,0,1,,,True,Barbara Brown,All Males
EEE Resting Box,,Cooper Creek,,13807 17 Mile Road,Gowen,MI,Kent,County Park,2021-06-30,Morning,2021-07-16,Morning,2021,6,summer,,,,0,1,0,1,,,True,Barbara Brown,All Males
EEE Resting Box,,Cooper Creek,,13807 17 Mile Road,Gowen,MI,Kent,County Park,2021-06-30,Morning,2021-08-12,Morning,2021,6,summer,,,,0,2,0,2,,,True,Barbara Brown,All Males
EEE Resting Box,,Cooper Creek,,13807 17 Mile Road,Gowen,MI,Kent,County Park,2021-06-30,Morning,2021-08-16,Morning,2021,6,summer,,,,0,0,0,0,,,True,Barbara Brown,No Species Found
EEE Resting Box,,Cooper Creek,,13807 17 Mile Road,Gowen,MI,Kent,County Park,2021-06-30,Morning,2021-08-17,Morning,2021,6,summer,,,,0,1,0,1,,,True,Barbara Brown,All Males
EEE Resting Box,,Cooper Creek,,13807 17 Mile Road,Gowen,MI,Kent,County Park,2021-06-30,Morning,2021-08-25,Morning,2021,6,summer,,,,0,0,0,0,,,True,Barbara Brown,No Species Found
EEE Resting Box,,Cooper Creek,,13807 17 Mile Road,Gowen,MI,Kent,County Park,2021-06-30,Morning,2021-09-16,Afternoon,2021,6,summer,,,,0,0,0,0,,,True,Barbara Brown,No Species Found
EEE Resting Box,,Cooper Creek,,13807 17 Mile Road,Gowen,MI,Kent,County Park,2021-06-30,Morning,2021-09-23,Morning,2021,6,summer,,,,0,0,0,0,,,True,Barbara Brown,No Species Found
EEE Resting Box,,Long Lake,21-081-0082,13747 Krauskopf NE,Sparta,MI,Kent,County Park,2021-06-30,Morning,2021-07-09,Morning,2021,6,summer,Culiseta,sp.,Culiseta sp.,1,0,0,1,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Long Lake,21-081-0112,13747 Krauskopf NE,Sparta,MI,Kent,County Park,2021-06-30,Morning,2021-07-15,Morning,2021,6,summer,Culiseta,,Culiseta sp.,1,1,0,2,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Long Lake,21-081-0154,13747 Krauskopf NE,Sparta,MI,Kent,County Park,2021-06-30,Morning,2021-07-23,Morning,2021,6,summer,Culiseta,sp.,Culiseta sp.,1,1,0,2,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Long Lake,21-081-0196,13747 Krauskopf NE,Sparta,MI,Kent,County Park,2021-06-30,Morning,2021-07-30,Morning,2021,6,summer,Anopheles,sp.,Anopheles sp.,1,0,0,1,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Long Lake,21-081-0197,13747 Krauskopf NE,Sparta,MI,Kent,County Park,2021-06-30,Morning,2021-07-30,Morning,2021,6,summer,Aedes,sp.,Aedes sp.,4,0,0,4,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Long Lake,21-081-0198,13747 Krauskopf NE,Sparta,MI,Kent,County Park,2021-06-30,Morning,2021-07-30,Morning,2021,6,summer,Coquillettidia,sp.,Coquillettidia sp.,1,0,0,1,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Long Lake,21-081-0231,13747 Krauskopf NE,Sparta,MI,Kent,County Park,2021-06-30,Morning,2021-08-06,Morning,2021,6,summer,Anopheles,sp.,Anopheles sp.,1,0,0,1,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Long Lake,21-081-0258,13747 Krauskopf NE,Sparta,MI,Kent,County Park,2021-06-30,Morning,2021-08-13,Morning,2021,6,summer,Culiseta,sp.,Culiseta sp.,1,2,0,3,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Long Lake,21-081-0264,13747 Krauskopf NE,Sparta,MI,Kent,County Park,2021-06-30,Morning,2021-08-16,Morning,2021,6,summer,Culiseta,Melanura,Culiseta Melanura,1,1,0,2,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Long Lake,21-081-0303,13747 Krauskopf NE,Sparta,MI,Kent,County Park,2021-06-30,Morning,2021-08-31,Morning,2021,6,summer,Aedes,sp.,Aedes sp.,1,2,0,3,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Long Lake,21-081-0304,13747 Krauskopf NE,Sparta,MI,Kent,County Park,2021-06-30,Morning,2021-08-31,Morning,2021,6,summer,Anopheles,sp.,Anopheles sp.,1,2,0,3,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Long Lake,21-081-0321,13747 Krauskopf NE,Sparta,MI,Kent,County Park,2021-06-30,Morning,2021-09-07,Morning,2021,6,summer,Aedes,sp.,Aedes sp.,1,0,0,1,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Long Lake,21-081-0327,13747 Krauskopf NE,Sparta,MI,Kent,County Park,2021-06-30,Morning,2021-09-09,Afternoon,2021,6,summer,Aedes,sp.,Aedes sp.,1,0,0,1,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Long Lake,21-081-0342,13747 Krauskopf NE,Sparta,MI,Kent,County Park,2021-06-30,Morning,2021-09-14,Afternoon,2021,6,summer,Culiseta,sp.,Culiseta sp.,1,0,0,1,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Long Lake,21-081-0348,13747 Krauskopf NE,Sparta,MI,Kent,County Park,2021-06-30,Morning,2021-09-21,Morning,2021,6,summer,Aedes,sp.,Aedes sp.,1,2,0,3,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Long Lake,21-081-0354,13747 Krauskopf NE,Sparta,MI,Kent,County Park,2021-06-30,Morning,2021-09-30,Morning,2021,6,summer,Aedes,sp.,Aedes sp.,1,0,0,1,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Long Lake,,13747 Krauskopf NE,Sparta,MI,Kent,County Park,2021-06-30,Morning,2021-07-01,Morning,2021,6,summer,,,,0,0,0,0,,,True,Barbara Brown,No Species Found
EEE Resting Box,,Long Lake,,13747 Krauskopf NE,Sparta,MI,Kent,County Park,2021-06-30,Morning,2021-07-02,Morning,2021,6,summer,,,,0,0,0,0,,,True,Barbara Brown,No Species Found
EEE Resting Box,,Long Lake,,13747 Krauskopf NE,Sparta,MI,Kent,County Park,2021-06-30,Morning,2021-07-08,Morning,2021,6,summer,,,,0,0,0,0,,,True,Barbara Brown,No Species Found
EEE Resting Box,,Long Lake,,13747 Krauskopf NE,Sparta,MI,Kent,County Park,2021-06-30,Morning,2021-07-16,Morning,2021,6,summer,,,,0,2,0,2,,,True,Barbara Brown,All Males
EEE Resting Box,,Long Lake,,13747 Krauskopf NE,Sparta,MI,Kent,County Park,2021-06-30,Morning,2021-07-22,Morning,2021,6,summer,,,,0,2,0,2,,,True,Barbara Brown,All Males
EEE Resting Box,,Long Lake,,13747 Krauskopf NE,Sparta,MI,Kent,County Park,2021-06-30,Morning,2021-07-29,Morning,2021,6,summer,,,,0,0,0,0,,,True,Barbara Brown,No Species Found
EEE Resting Box,,Long Lake,,13747 Krauskopf NE,Sparta,MI,Kent,County Park,2021-06-30,Morning,2021-08-05,Morning,2021,6,summer,,,,0,1,0,1,,,True,Barbara Brown,All Males
EEE Resting Box,,Long Lake,,13747 Krauskopf NE,Sparta,MI,Kent,County Park,2021-06-30,Morning,2021-08-12,Morning,2021,6,summer,,,,0,2,0,2,,,True,Barbara Brown,All Males
EEE Resting Box,,Long Lake,,13747 Krauskopf NE,Sparta,MI,Kent,County Park,2021-06-30,Morning,2021-08-17,Morning,2021,6,summer,,,,0,0,0,0,,,True,Barbara Brown,No Species Found
